uid,svt,updated_millis,user_uid,baby_uid,type,start_millis,notes,group_uid,end_millis,pause_millis,duration,left_duration,right_duration,in_progress,side,pee,poo,hair_wash,temperature,volume,amount,amount_unit,reaction
pdsygtpsdebyJNPM4055640711671703,1646465125589,1646465125449,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646462400000,,,0,0,0,0,0,0,both,0,0,0,0.0,140.0,0.0,,
sktDVPXHLL3407486781730314360355,1646465170222,1646465170163,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,potty,1646460000000,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
yhyjpfvqvpbECRETWALDBNJQ71647781,1646465253729,1646465253674,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bottle,1646463600000,30 min feed,,0,0,0,0,0,0,,0,0,0,0.0,125.0,0.0,,
abrkjfufeqrechfvpbrtdujfrxMQBIG0,1646477451513,1646477451438,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646476500000,,,0,0,0,0,0,0,both,0,0,0,0.0,150.0,0.0,,
snusjmothsoqmsgfWKQ4380067100777,1646475972459,1646475972362,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,potty,1646475600000,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
vvyohYWO378180058065885554050640,1646477442503,1646477442426,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bottle,1646477425230,40 min,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
xgixuwemofhysgwxuqdpMXEQTAONPM88,1646490063725,1646490063610,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646487900000,,,0,0,0,0,0,0,both,0,0,0,0.0,110.0,0.0,,
hoyjtwbkwbecrcchmfdwR82818560573,1646490679427,1646490678873,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646488800000,30 mins duration,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
cxyxkyrlvyjecxsyulvynDHHADI52174,1646490691588,1646490691080,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646485260000,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
ctpncxbeehxenicOVFYL068678543763,1646490702925,1646490702396,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646489700000,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
wwphmIP7811850112243634726523867,1646495983873,1646495983365,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646494200000,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
QIJO1852287661844740117077641372,1646496008468,1646496007930,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646495991796,25min duration,,0,0,0,0,0,0,,0,0,0,0.0,125.0,0.0,,
E8750654266351482228764856503584,1646496583984,1646496583444,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646496300000,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
jwxidhjvnmMOGRUTAHOLRXIUJX484213,1646497606822,1646497606300,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646497604013,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
VS120342286352660668748322607585,1646503367643,1646503367531,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646460000000,,,0,0,0,0,0,0,both,0,0,0,0.0,160.0,0.0,,
FR563611448285083225678426565205,1646503447761,1646503447663,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646503200000,,,0,0,0,0,0,0,both,0,0,0,0.0,160.0,0.0,,
hopjwDTUVGXMATD44078664770758118,1646505776559,1646505776446,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646505600000,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
UXMPSIKRBQFPGIXF2553728124122214,1646513350182,1646513349691,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646506800000,25 min,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
txwxvsvgojO174613625853174672682,1646516917681,1646516917162,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646514000000,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
03114737120864828840722227512846,1646516945258,1646516944797,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646516919848,"50ml milk / 70ml formula
30min duration",,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
xhlxefxusphYTEJYWDMYIMKIEKDKUJI8,1646516952218,1646516951757,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646515800000,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
xdvieikomkkvhuypqxngsdfeuV060235,1646526339673,1646526339505,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646518200000,,,0,0,0,0,0,0,both,0,0,0,0.0,180.0,0.0,,
hougsqacaxEUGU480153505771714241,1646526933960,1646526933816,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646526930124,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
eldygpmnaxfhscqwayfkwwymmmbvyMF6,1646527838450,1646527838286,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646527500000,,,0,0,0,0,0,0,both,0,0,0,0.0,125.0,0.0,,
thliPYPXTWAGJSCAECVSNGSKLQYBRJM7,1646528315096,1646528314959,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bottle,1646528400000,30 min,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
oLLBKWJGTQSPDBUADEAO753358185785,1646537308155,1646537308059,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646537305420,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
wfnH8474416508500671507782238082,1646538815704,1646538815541,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646538810466,,,0,0,0,0,0,0,both,0,0,0,0.0,150.0,0.0,,
jscMHYLCVNDNPL444621848516056263,1646538867433,1646538865810,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646538857059,25 min duration,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
80327711178510508538345346527610,1646548678146,1646548678064,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646548675853,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
jbcrlrdmndlryjrmioowpFG460835837,1646549999469,1646549995174,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646549987291,20 min duration,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
wrfdfydlvnWOQRNUT574444565722275,1646550037651,1646550037544,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646550032311,,,0,0,0,0,0,0,both,0,0,0,0.0,140.0,0.0,,
cblyffyshlmxbFLAUWMOOBT586408213,1646550499288,1646550498857,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646550496505,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
WURRDOUGIKLQQMLUY736223660662867,1646559770994,1646559770523,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646559768896,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
ugmrdoxjQK4224887441715768088055,1646560895928,1646560895823,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646560828135,,,0,0,0,0,0,0,both,0,0,0,0.0,130.0,0.0,,
wMICX421022443674670003610832682,1646561946887,1646561928896,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646561100000,20 min duration,,0,0,0,0,0,0,,0,0,0,0.0,125.0,0.0,,
kxJBUAHNBLVFOSXCA772563212743416,1646570442807,1646570442725,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646570440901,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
gmKARWSLXXVAGGBEEFTIYIISOOAETKJ0,1646571857301,1646571856916,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646571847956,20 min duration,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
xxMQMDPR300213274736338876666244,1646572284480,1646572284073,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646572281972,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
yUA81421240602421583553207848541,1646572372598,1646572372493,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646572368517,,,0,0,0,0,0,0,both,0,0,0,0.0,135.0,0.0,,
oL447261487137246374386561733627,1646582021299,1646582021217,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646582019115,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
efrosmxikntapicNRW22448047745351,1646586706413,1646586706055,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646583300000,,,0,0,0,0,0,0,,0,0,0,0.0,115.0,0.0,,
fksfivoylcudpnnrcykwEHTL56076057,1646586743047,1646586742690,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646585400000,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
pkMCEWLPGMKMJSCFF300772077760646,1646591697450,1646591697282,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646582700000,,,0,0,0,0,0,0,both,0,0,0,0.0,150.0,0.0,,
sjJXRFPTUFJFXYXHSXVGIHKQXJIDFH20,1646592099579,1646591464443,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646591462497,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
iqcWSEJKCIHQHUXXJIJAPFSQHYP76236,1646593353805,1646593353639,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646593349499,,,0,0,0,0,0,0,both,0,0,0,0.0,120.0,0.0,,
AHWUIGMMVAIKUMAYBUJA284427508258,1646593811504,1646593811050,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646593799790,"40 mins, started too early",,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
xlelyybgBXB662728554776568770375,1646594128097,1646594127718,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646594125945,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
nnB56522334315116136102706318108,1646595716981,1646595716589,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646595714652,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
tlorkndbiifpfXGHXO73278515363730,1646602585154,1646602584730,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646602583573,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
xxcwpnqVC84376688452513607108625,1646604104920,1646604104549,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646604096737,20 min duration,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
amxgxcbtaskmngdU1228402854464404,1646605082114,1646605081973,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646605080550,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
fbbfudnmvrUKEUOM3766732083023884,1646606672938,1646606672716,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646606668559,,,0,0,0,0,0,0,both,0,0,0,0.0,175.0,0.0,,
ipvuqcpHEMI415173452810872706731,1646610269059,1646610268688,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646610266828,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
rejurhaokjnaywftuquhjmsHX1527268,1646612032667,1646612032598,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646612031275,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
BDNESES5364235446585347323730247,1646612043790,1646612043749,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bottle,1646612041458,,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
WP382122313613610853773555087384,1646619803791,1646619803679,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646619783503,"3.5 hr gap, pump 20 min",,0,0,0,0,0,0,both,0,0,0,0.0,200.0,0.0,,
dagrxnwewjajJAXSLFDOTGAQYWMJQ185,1646624817466,1646624817105,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646624815393,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
naggipsoavsemtfodtuflkfdxljGTKQ3,1646637388851,1646637388680,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bottle,1646625600000,,,0,0,0,0,0,0,,0,0,0,0.0,135.0,0.0,,
SX338423075405557356578284065348,1646628532341,1646628532261,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646627700000,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
eMDVHNGENWG575316250884837258670,1646638469868,1646638469791,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646629444735,"2.5 hrs, pump for 15 min",,0,0,0,0,0,0,both,0,0,0,0.0,130.0,0.0,,
gCDQFOMCDFEOMPRWJKV2582217300603,1646637087410,1646637087324,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646637085897,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
rxqxWFKJDOBPY8241616447864282463,1646638460002,1646638459923,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646638214127,"2.5 hrs, pump for 15 min ",,0,0,0,0,0,0,both,0,0,0,0.0,110.0,0.0,,
52322203148475860603572373666171,1646639401706,1646639401296,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646638560000,30 min,,0,0,0,0,0,0,,0,0,0,0.0,135.0,0.0,,
tqhiNJNWTTVNHYKVBRPUGSMKJKBSR243,1646648307450,1646648307119,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646647200000,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
Q6510716520572268575824582437205,1646648571759,1646648571647,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646648540791,"3 hrs, 18 min pump",,0,0,0,0,0,0,both,0,0,0,0.0,150.0,0.0,,
bmGVCALY447832528431013262528440,1646649995143,1646649994807,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646649984925,,,0,0,0,0,0,0,,0,0,0,0.0,115.0,0.0,,
lvqIUOVWUWEAOP530218603404822887,1646650000343,1646650000084,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646649996728,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
jdbpmnpagMYHMWNGWHXNS00536766616,1646658826361,1646658826131,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646658824597,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
bGOKNLBSYSKUAX661838781557301646,1646660423120,1646660422796,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646660413145,30 min,,0,0,0,0,0,0,,0,0,0,0.0,130.0,0.0,,
abytudrqnpfvxPELCQWLMXU736053703,1646661258955,1646661258647,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646661257125,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
hhuTIBFPKS1472672366517408210410,1646661300095,1646661299998,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646661286006,"3.5 hrs, pump for 20 min ",,0,0,0,0,0,0,both,0,0,0,0.0,160.0,0.0,,
jfgpkkySTF3413587351743135641460,1646663510665,1646663510551,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646663501955,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
tvksvupnfrFECKYL6218374253620638,1646664291275,1646664291169,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646664289674,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
mqejXGGMDVTHXLD74282780544218211,1646667881234,1646667880985,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646667879650,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
qjviwgxnxxkbmeerihbwD78730442512,1646668037338,1646668037075,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646667871128,20 min,,0,0,0,0,0,0,,0,0,0,0.0,125.0,0.0,,
JNFNWXS3820782744380017713020085,1646675498768,1646675498581,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646675497463,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
loqAG675042763631644340341600365,1646676235058,1646676234842,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646676217271,"4 hours, pump for 25 min ",,0,0,0,0,0,0,both,0,0,0,0.0,190.0,0.0,,
behmpgctgghswpkprvxvpbiwvgBNT467,1646677165724,1646677165392,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646677156930,30 min,,0,0,0,0,0,0,,0,0,0,0.0,130.0,0.0,,
lsclybxVXYKXETTRTUDQIAO183220531,1646677168179,1646677167958,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646677166636,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
xnbocwUM314163340250806186000842,1646686261121,1646686260968,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646686259110,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
llmaplrmufgnssruysT1782867560174,1646687727268,1646687727052,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646687725018,,,0,0,0,0,0,0,,0,0,0,0.0,130.0,0.0,,
78250532564655382357638808045102,1646689122957,1646689122831,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646688943574,"3.5 hrs gap, 18 min pump",,0,0,0,0,0,0,both,0,0,0,0.0,200.0,0.0,,
R8580407133323264275164254228647,1646690758400,1646690758286,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bath,1646690741429,,,0,0,0,0,0,0,,0,0,1,0.0,0.0,0.0,,neutral
NADWWDPESSQMRGJVDVLIWKGFVWC07748,1646692761398,1646692761307,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646692759782,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
eegwhthGNJDEOHGANNG2881768863584,1646698731363,1646698731171,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646694300000,,,0,0,0,0,0,0,,0,0,0,0.0,50.0,0.0,,
plCI3534627888021446624100554623,1646699340939,1646699340739,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646698737773,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
tyoPYQFYT68703307631873212030666,1646701157291,1646701157179,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bottle,1646701200000,,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
egpgcyyueeytQSCGHUJNBNDOJYTCOE00,1646700596242,1646700596123,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646700000000,"3 hr 15 min gap, pump for 20 min",,0,0,0,0,0,0,both,0,0,0,0.0,160.0,0.0,,
dfgxKVB6106116735406777013125282,1646708649828,1646708649637,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,crying,1646703300000,"Kept trying to feed since 8pm. Would only drink a bit, be okay, and then start crying later
Also farted while crying",,1646708649637,0,5079682,0,0,0,,0,0,0,0.0,0.0,0.0,,
njQRLVJEVEWVRKR57707268510061887,1646708665886,1646708665681,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646708657626,30 min duration,,0,0,0,0,0,0,,0,0,0,0.0,130.0,0.0,,
ayurjTXJUNON05437875313414726780,1646708680934,1646708680763,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646706660000,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
oeakmxerfheyNJSAJWIGBWX733617857,1646710319022,1646710318853,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646710317299,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
xxgekwxxbUJKODLGKMRXQTYUO4668287,1646712434126,1646712433930,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,crying,1646712252891,,,1646712433930,0,180117,0,0,0,,0,0,0,0.0,0.0,0.0,,
yyYKVOMAYPE220638578140260776443,1646712674155,1646712674053,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646712402618,"3.5 hrs, pump 18 min",,0,0,0,0,0,0,both,0,0,0,0.0,185.0,0.0,,
rwcgegiorksfRFTYTU77752050442547,1646724735373,1646724735260,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646724625647,"3.5 hrs, pump 20 min ",,0,0,0,0,0,0,both,0,0,0,0.0,160.0,0.0,,
lVW43253764075444224460680885224,1646724958342,1646724958171,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646724948193,25 min duration,,0,0,0,0,0,0,,0,0,0,0.0,125.0,0.0,,
iovAOCX1646101243871166420516317,1646724984418,1646724984303,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646722800000,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
acwLGBTNCRU056175675527021562082,1646725581476,1646725581281,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646725579149,,,0,0,0,0,0,0,,0,1,0,0.0,0.0,0.0,,
nwmaqqsejmiskarbafigimexdpfnR268,1646734229382,1646734229281,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646734227572,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
xvKGGUOISNHWKBDNV606358475304845,1646735799077,1646735798853,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646735587393,20 min,,0,0,0,0,0,0,,0,0,0,0.0,125.0,0.0,,
qeenowlkmccdbwavhwemssygAAAOMI71,1646735802947,1646735802837,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646735800929,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
hlrsCYKHXDCBINA58520427327737630,1646736206498,1646736206349,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646735949898,"3 hrs, 20 min ",,0,0,0,0,0,0,both,0,0,0,0.0,150.0,0.0,,
cvmF3825400888643705411306625753,1646736538040,1646736537897,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646736536272,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
fnsgaieppitNOMEMTKHQRKW022703703,1646744330927,1646744330841,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1646744329220,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
ylpWINROGHRAQMCTXI72832334537575,1646745849371,1646745849186,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1646745842486,20 min,,0,0,0,0,0,0,,0,0,0,0.0,125.0,0.0,,
YENSE718214817863584408735108086,1646746994443,1646746994303,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1646746571107,"3 hrs, pump 20 min ",,0,0,0,0,0,0,both,0,0,0,0.0,180.0,0.0,,
